loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,is_default,grade_encoded,emp_length_num,fico_score,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months
14941,14941, 60 months,26.7,607.57,D,D2,< 1 year,MORTGAGE,80893.64552015408,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,33.980528756915355,0,608,612,14,0,48837,56.0,23,f,Individual,0,0.0,1,4,0,610.0,False,False,True,False,True,False,False,True,False,True
28470,28470, 36 months,21.11,1074.22,E,E3,3 years,OWN,61920.1408812636,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,19.298645638269768,1,612,616,4,0,30414,55.7,18,w,Individual,0,0.0,1,5,3,614.0,False,False,True,False,False,True,False,False,False,False
26133,26133, 36 months,5.51,789.23,A,A2,9 years,RENT,70805.58297545354,Not Verified,Fully Paid,debt_consolidation,35.962649702802864,0,719,723,17,1,21208,16.6,24,w,Individual,0,0.0,0,1,9,721.0,True,False,False,False,False,False,True,False,False,False
9529,9529, 36 months,23.12,369.46,C,C2,8 years,MORTGAGE,91404.39210451556,Verified,Default,other,13.21706915347872,0,644,648,5,0,9067,39.3,18,w,Individual,1,0.0,1,3,8,646.0,False,False,False,True,True,False,False,False,True,False
22519,22519, 36 months,5.89,683.95,A,A2,5 years,RENT,142913.58093435495,Verified,Does not meet the credit policy. Status:Charged Off,other,6.377044725253764,0,689,693,15,0,7060,37.9,32,w,Individual,0,0.0,1,1,5,691.0,False,False,False,True,False,False,True,False,True,False
17192,17192, 36 months,29.93,729.17,C,C5,< 1 year,MORTGAGE,53121.96247788397,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,31.64502006368034,0,733,737,7,0,41742,55.6,15,f,Individual,2,0.0,1,3,0,735.0,True,False,False,False,True,False,False,True,False,False
13566,13566, 36 months,26.82,552.53,B,B4,4 years,MORTGAGE,65497.1027008188,Verified,Fully Paid,other,26.915893604162356,0,703,707,15,0,33767,72.4,17,w,Individual,1,0.0,0,2,4,705.0,False,False,False,True,True,False,False,False,True,False
12226,12226, 36 months,12.43,408.59,A,A2,1 year,OWN,276647.8449997991,Verified,Default,credit_card,20.403169516606106,0,643,647,4,0,3101,6.6,10,f,Individual,0,0.0,1,1,1,645.0,False,False,False,False,False,True,False,False,True,False
26259,26259, 60 months,11.44,865.17,A,A5,3 years,MORTGAGE,58423.86714001967,Verified,Charged Off,credit_card,34.584019165521305,0,601,605,13,0,35969,16.9,30,f,Joint App,0,0.0,1,1,3,603.0,False,False,False,False,True,False,False,False,True,True
39087,39087, 36 months,14.54,1346.18,C,C1,8 years,OWN,57216.878380536335,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,33.84614971746565,0,756,760,7,0,3273,32.2,24,w,Individual,1,0.0,1,3,8,758.0,True,False,False,False,False,True,False,True,False,False
6141,6141, 36 months,13.9,209.59,B,B4,4 years,RENT,39349.1067071318,Verified,Default,debt_consolidation,16.358697692658332,0,775,779,5,0,40196,77.9,21,w,Individual,1,0.0,1,2,4,777.0,True,False,False,False,False,False,True,False,True,False
9627,9627, 36 months,14.31,330.48,A,A5,3 years,OWN,62434.96068083606,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,34.329086492486965,0,724,728,16,0,31781,48.2,33,w,Individual,1,1.0,1,1,3,726.0,False,False,False,False,False,True,False,False,False,False
7690,7690, 36 months,12.96,258.96,B,B1,1 year,RENT,57694.16324865689,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,17.08054443821478,0,611,615,11,0,31087,51.0,18,w,Individual,1,0.0,1,2,1,613.0,False,True,False,False,False,False,True,True,False,False
8255,8255, 60 months,20.53,309.02,B,B4,5 years,MORTGAGE,72884.42224571308,Verified,Charged Off,debt_consolidation,26.766598638873027,0,713,717,5,0,44686,41.8,14,w,Individual,1,0.0,1,2,5,715.0,True,False,False,False,True,False,False,False,True,True
10213,10213, 36 months,9.11,325.29,F,F5,7 years,RENT,68552.9737312868,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,11.737416046210685,1,666,670,6,0,47481,42.4,24,w,Individual,3,0.0,1,6,7,668.0,False,False,False,False,False,False,True,True,False,False
24404,24404, 60 months,26.15,985.2,B,B1,5 years,MORTGAGE,22319.355556978902,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,14.246726432946714,0,777,781,18,1,33456,93.0,27,w,Individual,0,1.0,1,2,5,779.0,False,True,False,False,True,False,False,False,True,True
30380,30380, 36 months,25.31,1212.89,B,B5,2 years,RENT,31148.86260671648,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,20.67573407299173,1,610,614,10,0,16012,85.9,18,f,Individual,1,0.0,1,2,2,612.0,False,True,False,False,False,False,True,True,False,False
30520,30520, 36 months,16.91,1086.75,D,D1,8 years,RENT,55232.25194548507,Not Verified,Charged Off,credit_card,16.010861540417245,2,604,608,13,0,49494,70.3,16,f,Individual,1,0.0,1,4,8,606.0,False,False,False,False,False,False,True,False,False,False
24173,24173, 36 months,26.32,978.07,C,C2,9 years,RENT,48406.74936484473,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,9.519985510978024,0,644,648,23,0,28808,34.2,37,f,Individual,0,0.0,1,3,9,646.0,False,False,False,False,False,False,True,False,True,False
28989,28989, 36 months,11.18,951.54,D,D2,6 years,RENT,35695.52363031363,Verified,Fully Paid,other,21.881299813132895,0,716,720,14,0,6039,51.2,19,f,Individual,0,0.0,0,4,6,718.0,False,False,False,True,False,False,True,False,True,False
29519,29519, 36 months,5.44,890.55,C,C4,4 years,RENT,23858.73425055803,Source Verified,Fully Paid,home_improvement,22.89750937299948,1,774,778,17,0,43732,67.0,29,w,Individual,0,0.0,0,3,4,776.0,False,True,False,False,False,False,True,True,False,False
27439,27439, 60 months,20.48,1026.45,F,F1,8 years,RENT,134906.8987596187,Not Verified,Default,major_purchase,10.554707657600652,0,733,737,22,0,27671,40.5,27,f,Individual,4,0.0,1,6,8,735.0,False,False,True,False,False,False,True,False,False,True
16413,16413, 36 months,16.45,580.69,B,B2,6 years,RENT,133731.24676583125,Verified,Fully Paid,other,11.10096568815935,0,679,683,17,2,17632,52.2,28,w,Individual,2,0.0,0,2,6,681.0,False,False,False,True,False,False,True,False,True,False
19995,19995, 36 months,19.18,734.76,G,G4,7 years,MORTGAGE,87426.8238615565,Not Verified,Default,other,6.02714767274164,3,693,697,4,0,9217,18.1,21,f,Individual,3,0.0,1,7,7,695.0,False,False,False,True,True,False,False,False,False,False
28559,28559, 36 months,27.48,1173.29,D,D3,< 1 year,RENT,44675.052254449474,Verified,Charged Off,home_improvement,6.062271766379267,0,683,687,10,0,28792,13.4,13,w,Individual,0,0.0,1,4,0,685.0,False,True,False,False,False,False,True,False,True,False
28513,28513, 36 months,29.25,1198.74,C,C2,4 years,RENT,124825.0670200724,Not Verified,Charged Off,home_improvement,17.552092255950868,0,688,692,8,0,39147,20.1,18,f,Individual,0,0.0,1,3,4,690.0,False,True,False,False,False,False,True,False,False,False
10021,10021, 36 months,20.86,376.82,C,C2,9 years,RENT,41793.49397545632,Verified,Charged Off,home_improvement,10.132831851667586,0,796,800,10,0,44016,73.0,12,w,Individual,1,0.0,1,3,9,798.0,False,True,False,False,False,False,True,False,True,False
37464,37464, 36 months,24.1,1471.79,C,C5,,OWN,74429.95111975457,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,37.16820758780665,0,790,794,16,0,19931,22.1,23,w,Individual,0,0.0,1,3,0,792.0,True,False,False,False,False,True,False,True,False,False
26119,26119, 36 months,7.1,807.67,A,A3,< 1 year,MORTGAGE,40333.57830843205,Source Verified,Fully Paid,credit_card,11.979496045298053,0,710,714,10,0,43308,88.2,19,w,Individual,0,0.0,0,1,0,712.0,False,False,False,False,True,False,False,True,False,False
34299,34299, 36 months,9.02,1091.02,B,B1,4 years,MORTGAGE,60603.192330115424,Not Verified,Fully Paid,credit_card,7.3086555679105345,1,666,670,22,0,47896,38.2,27,w,Individual,4,0.0,0,2,4,668.0,False,False,False,False,True,False,False,False,False,False
30517,30517, 36 months,23.33,1186.56,F,F4,,RENT,76370.70228921417,Verified,Fully Paid,credit_card,19.14594584874995,0,774,778,16,0,25103,20.2,18,w,Individual,1,0.0,0,6,0,776.0,False,False,False,False,False,False,True,False,True,False
18117,18117, 60 months,15.78,634.97,C,C3,9 years,MORTGAGE,28322.345277191867,Verified,Charged Off,home_improvement,11.736307926854575,0,761,765,19,0,27800,79.3,37,w,Individual,4,0.0,1,3,9,763.0,False,True,False,False,True,False,False,False,True,True
27250,27250, 36 months,16.15,960.05,B,B1,8 years,RENT,48475.01054592334,Not Verified,Fully Paid,other,7.161926850102901,0,611,615,24,0,45501,46.1,40,w,Individual,0,0.0,0,2,8,613.0,False,False,False,True,False,False,True,False,False,False
23950,23950, 36 months,12.72,803.74,D,D2,6 years,RENT,67878.08997429615,Verified,Default,home_improvement,31.345461432905243,0,626,630,18,0,16848,40.0,20,w,Individual,1,0.0,1,4,6,628.0,False,True,False,False,False,False,True,False,True,False
22359,22359, 60 months,20.18,832.99,C,C4,4 years,MORTGAGE,31980.01413711591,Source Verified,Default,home_improvement,24.4984473867164,0,796,800,22,0,42490,34.7,37,f,Individual,0,0.0,1,3,4,798.0,False,True,False,False,True,False,False,True,False,True
28596,28596, 36 months,9.63,917.75,A,A4,5 years,OWN,37367.882134785454,Verified,Fully Paid,other,6.995377933680995,0,704,708,10,0,38924,34.7,18,f,Individual,1,0.0,0,1,5,706.0,False,False,False,True,False,True,False,False,True,False
30530,30530, 36 months,20.67,1145.05,D,D3,,OWN,67886.15908740775,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,21.380663184145504,0,685,689,8,0,31944,64.7,11,w,Individual,1,0.0,1,4,0,687.0,False,False,True,False,False,True,False,True,False,False
6262,6262, 36 months,9.34,200.12,D,D5,4 years,MORTGAGE,45829.08297383378,Not Verified,Fully Paid,debt_consolidation,6.359151761296687,0,795,799,17,0,40728,53.7,29,w,Individual,1,0.0,0,4,4,797.0,True,False,False,False,True,False,False,False,False,False
27615,27615, 36 months,6.6,847.63,B,B1,< 1 year,RENT,32376.987971834493,Verified,Fully Paid,major_purchase,17.400997126491177,0,716,720,19,0,30937,47.1,36,f,Individual,2,0.0,0,2,0,718.0,False,False,True,False,False,False,True,False,True,False
8327,8327, 36 months,13.26,281.61,F,F3,5 years,MORTGAGE,60767.9171471998,Not Verified,Fully Paid,home_improvement,17.71503537883629,0,755,759,14,2,5485,45.2,30,w,Individual,1,1.0,0,6,5,757.0,False,True,False,False,True,False,False,False,False,False
34768,34768, 60 months,10.78,1134.64,B,B5,,RENT,74422.70800701939,Source Verified,Fully Paid,credit_card,33.804405032573136,1,798,802,24,0,35111,17.8,31,w,Individual,2,1.0,0,2,0,800.0,False,False,False,False,False,False,True,True,False,True
33850,33850, 60 months,27.22,1385.93,C,C5,10+ years,MORTGAGE,183904.4662815964,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,30.73497492814649,0,772,776,14,0,34686,79.5,24,f,Individual,1,0.0,1,3,10,774.0,False,False,False,False,True,False,False,False,False,True
21848,21848, 60 months,6.37,668.33,A,A5,6 years,RENT,62450.0957850006,Not Verified,Fully Paid,other,36.393031249119176,0,729,733,15,1,40454,88.4,20,w,Individual,2,0.0,0,1,6,731.0,False,False,False,True,False,False,True,False,False,True
20160,20160, 60 months,9.42,645.03,C,C4,,MORTGAGE,60206.05912207491,Verified,Fully Paid,home_improvement,9.918113535654214,0,736,740,24,0,8732,77.2,38,w,Individual,2,0.0,0,3,0,738.0,False,True,False,False,True,False,False,False,True,True
38998,38998, 36 months,18.72,1424.0,B,B1,10+ years,RENT,51934.04222240006,Not Verified,Does not meet the credit policy. Status:Charged Off,other,23.68175247617952,0,630,634,16,0,44040,45.6,25,w,Individual,3,0.0,1,2,10,632.0,False,False,False,True,False,False,True,False,False,False
32230,32230, 36 months,17.03,1149.57,B,B1,4 years,RENT,106357.67078171164,Not Verified,Fully Paid,other,5.706666368562734,0,763,767,11,0,24056,92.5,15,f,Individual,2,0.0,0,2,4,765.0,False,False,False,True,False,False,True,False,False,False
14076,14076, 60 months,6.15,429.18,D,D3,7 years,MORTGAGE,70471.05798681176,Verified,Fully Paid,debt_consolidation,33.89327008680392,0,712,716,9,0,1576,60.7,14,w,Individual,0,0.0,0,4,7,714.0,True,False,False,False,True,False,False,False,True,True
8805,8805, 60 months,5.18,264.61,A,A2,6 years,RENT,90931.4743465513,Not Verified,Fully Paid,other,17.83031012460583,0,704,708,5,0,40678,74.7,14,f,Individual,1,0.0,0,1,6,706.0,False,False,False,True,False,False,True,False,False,True
36085,36085, 36 months,29.7,1525.94,D,D3,10+ years,OWN,66918.25338157399,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,7.425732630258643,0,614,618,13,2,31667,71.7,20,f,Individual,3,0.0,1,4,10,616.0,False,True,False,False,False,True,False,True,False,False
19715,19715, 60 months,21.47,747.53,C,C1,3 years,RENT,94575.67904957262,Verified,Default,debt_consolidation,16.363003202819094,0,696,700,5,0,7722,68.7,8,f,Individual,3,0.0,1,3,3,698.0,True,False,False,False,False,False,True,False,True,True
10750,10750, 36 months,14.14,368.14,G,G4,7 years,RENT,72333.40863561719,Source Verified,Fully Paid,credit_card,15.041934450858664,0,789,793,14,0,15563,62.8,17,f,Individual,1,0.0,0,7,7,791.0,False,False,False,False,False,False,True,True,False,False
18232,18232, 36 months,16.76,647.84,C,C3,8 years,RENT,29614.047712295505,Verified,Default,debt_consolidation,31.810042025330997,0,630,634,8,0,37951,24.0,13,w,Individual,1,0.0,1,3,8,632.0,True,False,False,False,False,False,True,False,True,False
11953,11953, 36 months,11.66,395.07,A,A2,10+ years,RENT,51838.5393730823,Not Verified,Fully Paid,home_improvement,9.43139976600514,0,754,758,9,0,24279,31.5,23,w,Joint App,0,0.0,0,1,10,756.0,False,True,False,False,False,False,True,False,False,False
37093,37093, 36 months,13.62,1260.92,A,A3,7 years,MORTGAGE,52639.91420882693,Source Verified,Charged Off,major_purchase,24.452136267816755,0,601,605,19,0,23221,84.8,23,f,Individual,0,1.0,1,1,7,603.0,False,False,True,False,True,False,False,True,False,False
30500,30500, 36 months,21.23,1152.69,E,E5,8 years,RENT,74734.26443711147,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,32.78717154141572,0,642,646,23,0,27660,21.2,30,w,Individual,0,0.0,1,5,8,644.0,True,False,False,False,False,False,True,True,False,False
27418,27418, 36 months,27.07,1120.38,D,D2,3 years,RENT,64623.07146991837,Source Verified,Default,major_purchase,30.88383348398278,0,714,718,13,0,27906,18.7,24,f,Individual,4,0.0,1,4,3,716.0,False,False,True,False,False,False,True,True,False,False
39314,39314, 36 months,9.6,1261.18,B,B5,2 years,RENT,116448.07174777635,Not Verified,Fully Paid,debt_consolidation,37.75667916032408,0,722,726,17,0,29110,30.6,33,w,Individual,2,0.0,0,2,2,724.0,True,False,False,False,False,False,True,False,False,False
27449,27449, 36 months,26.01,1106.08,C,C4,,MORTGAGE,73058.7928202209,Source Verified,Default,debt_consolidation,5.022041263698048,0,600,604,9,0,40849,37.6,16,w,Individual,1,0.0,1,3,0,602.0,True,False,False,False,True,False,False,True,False,False
22478,22478, 36 months,8.04,704.79,C,C1,6 years,MORTGAGE,75794.39883854885,Source Verified,Charged Off,other,17.383053722367855,0,608,612,8,0,4179,54.8,17,w,Individual,0,0.0,1,3,6,610.0,False,False,False,True,True,False,False,True,False,False
30338,30338, 60 months,10.37,984.2,F,F3,2 years,RENT,36060.24395165312,Not Verified,Fully Paid,major_purchase,17.935424220046848,0,787,791,13,0,22573,59.5,18,w,Individual,1,0.0,0,6,2,789.0,False,False,True,False,False,False,True,False,False,True
31899,31899, 36 months,5.93,969.42,F,F3,10+ years,MORTGAGE,64540.90138922254,Not Verified,Fully Paid,major_purchase,6.165794380777133,1,729,733,15,0,2714,76.2,21,w,Joint App,3,0.0,0,6,10,731.0,False,False,True,False,True,False,False,False,False,False
9145,9145, 36 months,8.52,288.77,G,G5,4 years,MORTGAGE,53778.3102909504,Not Verified,Fully Paid,debt_consolidation,33.60433121673151,0,700,704,20,0,26709,11.6,37,w,Individual,1,0.0,0,7,4,702.0,True,False,False,False,True,False,False,False,False,False
37101,37101, 36 months,27.93,1533.23,E,E5,< 1 year,MORTGAGE,21323.84519378484,Source Verified,Default,home_improvement,29.111173568549678,0,785,789,19,1,16821,23.7,31,f,Individual,0,0.0,1,5,0,787.0,False,True,False,False,True,False,False,True,False,False
7775,7775, 36 months,16.49,275.23,E,E1,4 years,RENT,31051.02697444688,Source Verified,Default,home_improvement,23.482883666267256,0,792,796,13,0,27790,50.5,21,w,Individual,2,0.0,1,5,4,794.0,False,True,False,False,False,False,True,True,False,False
36647,36647, 60 months,6.94,1130.55,B,B3,5 years,OWN,85947.77978928783,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,19.175662789126488,0,709,713,20,1,29009,27.6,25,w,Individual,2,1.0,1,2,5,711.0,False,False,True,False,False,True,False,True,False,True
24539,24539, 36 months,28.99,1028.19,D,D1,7 years,RENT,83003.91822935923,Verified,Charged Off,other,36.33954924576615,3,739,743,5,1,4101,83.6,13,w,Individual,1,1.0,1,4,7,741.0,False,False,False,True,False,False,True,False,True,False
31616,31616, 60 months,26.97,1290.22,D,D5,< 1 year,MORTGAGE,44593.44464266037,Source Verified,Does not meet the credit policy. Status:Charged Off,other,14.25628278797114,0,782,786,5,0,7702,62.6,18,f,Individual,2,0.0,1,4,0,784.0,False,False,False,True,True,False,False,True,False,True
19119,19119, 36 months,23.87,748.79,F,F5,2 years,MORTGAGE,45285.93341688221,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,16.708952170334555,0,737,741,17,0,38550,49.1,21,w,Individual,2,0.0,1,6,2,739.0,False,True,False,False,True,False,False,True,False,False
30159,30159, 36 months,28.34,1253.03,C,C2,8 years,OWN,33970.78900780983,Verified,Charged Off,other,38.34210081853264,2,710,714,7,0,47129,5.0,21,f,Individual,0,0.0,1,3,8,712.0,False,False,False,True,False,True,False,False,True,False
15295,15295, 36 months,10.5,497.12,A,A5,< 1 year,RENT,98214.07575701478,Verified,Charged Off,debt_consolidation,7.261875819977059,0,664,668,15,0,44291,82.3,22,f,Individual,3,0.0,1,1,0,666.0,True,False,False,False,False,False,True,False,True,False
39710,39710, 36 months,25.91,1598.04,C,C5,< 1 year,MORTGAGE,39946.5769258724,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,32.32143038690674,0,664,668,5,0,11014,46.5,18,f,Individual,0,0.0,1,3,0,666.0,True,False,False,False,True,False,False,True,False,False
29685,29685, 36 months,22.25,1137.53,C,C1,10+ years,RENT,45017.20654000742,Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,30.132090836441552,0,660,664,17,0,29872,52.8,22,w,Individual,4,1.0,1,3,10,662.0,False,False,True,False,False,False,True,False,True,False
30479,30479, 36 months,26.74,1240.06,B,B2,9 years,MORTGAGE,99489.31580644211,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,36.56609498529586,0,694,698,21,0,26851,67.8,29,f,Individual,4,0.0,1,2,9,696.0,False,False,False,False,True,False,False,True,False,False
38629,38629, 36 months,24.92,1534.25,B,B2,8 years,RENT,98496.33437593927,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,8.169716444409021,0,796,800,12,0,28329,89.4,20,f,Individual,0,0.0,1,2,8,798.0,False,True,False,False,False,False,True,False,False,False
22033,22033, 36 months,13.66,749.4,C,C3,9 years,MORTGAGE,54727.85864510141,Not Verified,Charged Off,home_improvement,38.96553883877804,0,634,638,11,0,49955,19.2,24,f,Individual,2,0.0,1,3,9,636.0,False,True,False,False,True,False,False,False,False,False
20408,20408, 60 months,24.36,804.53,B,B4,5 years,ANY,60253.089740065465,Not Verified,Fully Paid,credit_card,6.0093277024302045,0,738,742,10,0,3094,11.4,25,f,Individual,4,0.0,0,2,5,740.0,False,False,False,False,False,False,False,False,False,True
22420,22420, 36 months,11.56,739.96,B,B3,4 years,RENT,75773.06730636455,Not Verified,Fully Paid,other,16.819620459460516,0,795,799,16,0,17556,16.0,27,w,Individual,1,0.0,0,2,4,797.0,False,False,False,True,False,False,True,False,False,False
21351,21351, 36 months,13.21,721.56,A,A3,6 years,MORTGAGE,48783.838886620055,Verified,Default,debt_consolidation,7.968927997846466,1,637,641,5,0,16488,71.7,13,f,Individual,2,0.0,1,1,6,639.0,True,False,False,False,True,False,False,False,True,False
9131,9131, 36 months,7.7,284.87,F,F3,6 years,RENT,56959.64328983312,Source Verified,Charged Off,debt_consolidation,6.79116681136857,0,713,717,5,0,11433,16.6,11,w,Individual,4,1.0,1,6,6,715.0,True,False,False,False,False,False,True,True,False,False
16349,16349, 36 months,28.38,679.61,D,D2,4 years,MORTGAGE,54281.50352324003,Verified,Default,home_improvement,38.7652375617007,0,638,642,19,0,25047,50.1,25,f,Individual,1,0.0,1,4,4,640.0,False,True,False,False,True,False,False,False,True,False
17453,17453, 36 months,12.28,582.03,A,A1,5 years,MORTGAGE,84417.3864262869,Not Verified,Fully Paid,home_improvement,30.18838879061881,0,748,752,19,0,28254,68.6,32,f,Individual,0,0.0,0,1,5,750.0,False,True,False,False,True,False,False,False,False,False
23814,23814, 60 months,18.02,861.17,D,D5,,MORTGAGE,121599.95600515876,Not Verified,Charged Off,other,22.69914460038514,0,719,723,21,0,10691,69.1,31,f,Individual,1,0.0,1,4,0,721.0,False,False,False,True,True,False,False,False,False,True
23263,23263, 60 months,14.78,803.92,D,D2,3 years,RENT,106197.9040977358,Source Verified,Fully Paid,other,8.786617686477769,0,763,767,5,0,45387,41.6,7,w,Individual,1,0.0,0,4,3,765.0,False,False,False,True,False,False,True,True,False,True
17158,17158, 36 months,29.0,719.02,A,A5,2 years,MORTGAGE,99520.68830741706,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,23.410819595836315,0,709,713,10,0,13822,67.9,22,w,Individual,0,0.0,1,1,2,711.0,False,True,False,False,True,False,False,False,True,False
20735,20735, 36 months,13.38,702.45,B,B5,9 years,RENT,34626.34594324454,Not Verified,Default,other,16.20182763007318,0,799,803,10,0,1915,90.5,22,w,Individual,0,0.0,1,2,9,801.0,False,False,False,True,False,False,True,False,False,False
20830,20830, 36 months,24.46,822.26,C,C4,,RENT,114252.32706869522,Verified,Charged Off,credit_card,14.50555470815258,0,619,623,20,0,11656,7.5,36,w,Joint App,0,0.0,1,3,0,621.0,False,False,False,False,False,False,True,False,True,False
28926,28926, 36 months,26.39,1171.46,C,C3,9 years,RENT,42696.404082407535,Source Verified,Charged Off,debt_consolidation,26.63362415143165,0,642,646,15,0,17221,65.4,20,f,Individual,0,0.0,1,3,9,644.0,True,False,False,False,False,False,True,True,False,False
39779,39779, 36 months,15.89,1396.35,D,D4,10+ years,MORTGAGE,24562.69977247177,Source Verified,Charged Off,home_improvement,32.68238266749605,0,748,752,16,2,6349,52.0,35,f,Individual,0,0.0,1,4,10,750.0,False,True,False,False,True,False,False,True,False,False
8373,8373, 36 months,14.45,288.0,B,B3,4 years,MORTGAGE,39160.23599071238,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,20.514058613386524,0,762,766,8,0,46656,24.1,16,w,Individual,2,0.0,1,2,4,764.0,False,False,False,False,True,False,False,False,True,False
15335,15335, 36 months,23.69,599.14,B,B2,< 1 year,MORTGAGE,57189.637469361456,Source Verified,Charged Off,credit_card,22.26544937819751,0,663,667,18,0,29261,32.7,35,w,Individual,1,0.0,1,2,0,665.0,False,False,False,False,True,False,False,True,False,False
28741,28741, 36 months,27.82,1186.04,F,F5,7 years,MORTGAGE,21618.754033872447,Verified,Charged Off,major_purchase,27.80000700981604,0,706,710,24,0,34262,80.3,31,w,Individual,2,0.0,1,6,7,708.0,False,False,True,False,True,False,False,False,True,False
15692,15692, 36 months,23.87,614.57,B,B4,2 years,RENT,85474.82033433422,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,9.362331492926678,0,631,635,5,0,5230,57.8,19,f,Individual,4,0.0,1,2,2,633.0,False,True,False,False,False,False,True,False,True,False
39057,39057, 36 months,10.68,1272.77,D,D2,5 years,OWN,90769.15201561766,Verified,Fully Paid,major_purchase,34.001234578447395,0,635,639,9,0,32037,6.3,24,w,Individual,1,0.0,0,4,5,637.0,False,False,True,False,False,True,False,False,True,False
6447,6447, 36 months,27.21,263.93,A,A2,,MORTGAGE,49457.75559094384,Not Verified,Default,credit_card,34.29285294170653,0,704,708,7,0,36499,91.9,10,f,Individual,2,0.0,1,1,0,706.0,False,False,False,False,True,False,False,False,False,False
24583,24583, 36 months,14.69,848.45,B,B3,4 years,RENT,33422.190632831094,Not Verified,Default,home_improvement,23.93663148870754,0,668,672,16,0,31032,65.0,27,f,Individual,1,0.0,1,2,4,670.0,False,True,False,False,False,False,True,False,False,False
27765,27765, 60 months,19.41,1023.52,B,B5,4 years,MORTGAGE,94993.54831161843,Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,11.564602945280882,0,708,712,5,0,33871,44.8,22,f,Individual,1,1.0,1,2,4,710.0,False,False,True,False,True,False,False,False,True,True
28906,28906, 36 months,25.79,1161.41,B,B3,3 years,MORTGAGE,37733.42434324782,Source Verified,Fully Paid,debt_consolidation,22.526725081994307,0,779,783,8,0,37355,69.1,16,w,Individual,0,0.0,0,2,3,781.0,True,False,False,False,True,False,False,True,False,False
24567,24567, 60 months,9.71,789.37,B,B3,7 years,RENT,26628.394049022256,Source Verified,Default,home_improvement,8.707874863938203,0,731,735,11,0,12020,23.4,26,w,Individual,4,1.0,1,2,7,733.0,False,True,False,False,False,False,True,True,False,True
19139,19139, 36 months,24.61,757.02,B,B2,8 years,RENT,57975.13932219526,Not Verified,Charged Off,major_purchase,31.715132414727687,0,606,610,19,0,47361,28.4,21,f,Individual,1,0.0,1,2,8,608.0,False,False,True,False,False,False,True,False,False,False
24520,24520, 36 months,19.9,910.0,C,C3,8 years,RENT,60676.5750525096,Verified,Charged Off,other,15.890386217227674,1,683,687,10,0,11079,18.7,12,w,Individual,4,0.0,1,3,8,685.0,False,False,False,True,False,False,True,False,True,False
24702,24702, 36 months,27.33,1012.84,C,C1,1 year,RENT,70033.1373621214,Not Verified,Default,home_improvement,15.8883128584284,0,798,802,6,0,37266,40.7,18,f,Individual,0,0.0,1,3,1,800.0,False,True,False,False,False,False,True,False,False,False
30566,30566, 36 months,9.3,976.26,A,A5,3 years,MORTGAGE,87899.41062131028,Verified,Fully Paid,other,38.07670841655616,0,751,755,12,1,39795,86.4,27,f,Individual,0,0.0,0,1,3,753.0,False,False,False,True,True,False,False,False,True,False
12657,12657, 60 months,15.52,441.99,E,E3,,RENT,93420.4274651399,Source Verified,Fully Paid,home_improvement,19.76505134433032,0,748,752,16,0,23477,40.0,22,w,Individual,2,0.0,0,5,0,750.0,False,True,False,False,False,False,True,True,False,True
35134,35134, 36 months,25.82,1412.2,B,B3,8 years,RENT,31822.284752614694,Source Verified,Default,major_purchase,32.6351353536823,0,784,788,5,0,26684,30.9,11,w,Individual,3,0.0,1,2,8,786.0,False,False,True,False,False,False,True,True,False,False
